NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.0011237316366718684,0.008847960869611479,0.009408270857918488,0.004481974595126449,0.003758827196293275,0.0012062726176115801,1.150214592274678,0.0013066913118856965,0.7448979591836734,0.3998063891577928
0.0002558650965907164,0.0044977375084168944,0.004093272275631134,0.00231954650616507,0.004736193155159726,0.003340570969039003,1.3562231759656653,0.004121777963666291,0.8673469387755102,0.46466602129719264
0.0026082136561406555,0.0076106710766379445,0.00792767744332658,0.005561748202778049,0.009083980074021664,0.0008041817450743868,1.1759656652360515,0.000980861728178525,0.9081632653061225,0.17424975798644723
0.0009319741381760135,0.02406636439312989,0.017031627186673583,0.029307349330307684,0.0048735383261699705,0.024527543224768796,1.1931330472103003,0.0010321309794450778,0.8397959183673469,0.3702807357212004
0.0005767392088853497,0.005924264924565881,0.005017108610141557,0.004411116183418578,0.006350368121979052,0.0014475271411338963,1.3948497854077253,0.0012614934193217618,0.8367346938775508,0.35237173281703776
0.0035491408573489827,0.03820003354091206,0.020683085427780655,0.012633185005274217,0.030561515794473144,0.0015681544028950543,1.3004291845493563,0.002968219810168851,0.7857142857142857,0.21878025169409485
0.0010330704147712706,0.02238385952539103,0.022488437909568053,0.008774088535895688,0.0067689016861113465,0.0016887816646562123,1.48068669527897,0.6786429838704238,0.9693877551020408,0.31848983543078413
0.0011565646272118726,0.008894421619397795,0.008526713834736263,0.008083066667848565,0.008580381113650766,0.0008041817450743868,1.2789699570815452,0.022396567658546786,0.7908163265306122,0.5179090029041626
0.0037257117608719362,0.02153379753550296,0.022726281176904513,0.012282494038807587,0.01676201818243308,0.0036188178528347406,1.184549356223176,0.35686097263166416,0.02040816326530612,0.4017424975798645
0.0027279341372348723,0.015512291832281254,0.015614732057759833,0.0081728169625841,0.002774963186325265,0.003711298753518295,1.3047210300429184,0.003528134001632521,0.8571428571428571,0.3383349467570184
0.002398687535961215,0.009107218946663364,0.009385516603997092,0.008459796300071801,0.0007974880897369043,0.02659985524728589,1.3991416309012876,0.05336049704189912,0.8775510204081631,0.6819941916747337
0.000447668429880252,0.01812427769240552,0.019188362575274683,0.005465571343728118,0.003133242094788548,0.00245275432247688,1.3819742489270388,0.48301031456384036,0.8061224489795918,0.35333978702807356
0.3870012677903932,0.3827973753982984,0.40604970210321517,0.20028792116156827,0.2634007166464267,0.005227181342983514,1.4206008583690988,0.006894365104528559,0.7653061224489796,0.0484027105517909
0.0006429857640186479,0.009440512760493062,0.006918928228314277,0.005794988166257436,0.004197593328628154,0.0022517088862082832,1.0729613733905579,0.0014638720427423652,0.8469387755102041,0.4157792836398838
0.0827470808583818,0.15433632820238447,0.1651768080468852,0.14112402825915454,0.034469207434183975,0.008845999195818254,1.4935622317596564,0.0058015205380573,0.9734693877551018,0.0484027105517909
0.002566748446124103,0.011665853476880332,0.009088076266809023,0.012299114463758611,0.014620614978509913,0.0049859268194611985,1.1931330472103003,0.005605887868750717,0.7959183673469387,0.36786060019361083
0.00054764939316261,0.02020662620477487,0.021257718903757272,0.00458834531481301,0.006152472929340636,0.0019300361881785283,1.0472103004291844,0.0009714173924188968,0.8367346938775508,0.37996127783155853
0.0007226619137004171,0.0064162194122841815,0.006066529350875637,0.010087489916942197,0.0009289259415639125,0.0008845999195818255,1.2789699570815452,0.010489958647301281,0.8163265306122448,0.32623426911907066
0.0014161270638261723,0.005925569574846141,0.004804417649834377,0.00649609309210818,0.010749844083694306,0.0008845999195818255,1.0600858369098711,0.0019765645554078943,0.8673469387755102,0.3649564375605034
0.003093237442870749,0.014447988533264022,0.014150434504060134,0.008578964746970652,0.009554202681007274,0.0004020908725371934,1.1158798283261802,0.38047181203073455,0.8265306122448979,0.3688286544046467
0.0006593487853626892,0.027125021976390645,0.028764783282081763,0.011698618510278072,0.008379679944400312,0.0026272617611580217,1.1931330472103003,0.3636069267456843,0.8775510204081631,0.36786060019361083
0.0003208435557655129,0.017606445529710815,0.018666663396594247,0.0051523317348177965,0.003692074489522705,0.0006031363088057901,1.2317596566523605,0.4168999642464432,0.8061224489795918,0.3823814133591481
0.0011174522699376004,0.02062495028395777,0.022071694430262776,0.0021719571325999666,0.003437025983786476,0.002305589063128267,1.133047210300429,0.36697990380269435,0.8673469387755102,0.3969022265246853
0.0008442768996001066,0.01054018094866062,0.006714003690004219,0.004803302810846268,0.01723312688729618,0.003270607157217531,1.1416309012875536,0.0012857788541322341,0.8163265306122448,0.44191674733785097
0.0014274177013362064,0.014044610933020016,0.014461186761057307,0.0029251947913804264,0.005360892158786967,0.0008041817450743868,1.0858369098712446,0.33392472864399575,0.8571428571428571,0.45498547918683446
0.0015583829851467765,0.009993874476936572,0.01046423174349225,0.003878099155239202,0.0001476829795809082,0.00044229995979091276,1.0772532188841202,0.0019293428766097532,0.7244897959183673,0.16940948693126814
0.0009089039586900171,0.012684874011315751,0.006624894216563543,0.005407178250733516,0.011935738409729,0.0014073180538801769,1.3991416309012876,0.003588847588658702,0.8265306122448979,0.3005808325266215
0.0005194609950489257,0.005307266674063908,0.005136738759500752,0.006371162897892974,0.0028059766120372555,0.0008041817450743868,1.2145922746781115,0.0018348995190134716,0.8673469387755102,0.3969022265246853
0.003926208426696261,0.1052400581848692,0.012916241046303272,0.01984478739152403,0.008292399303467994,0.014314435062324085,0.9184549356223175,0.0032313120206156356,0.8061224489795918,0.32865440464666024
0.0008189455369591914,0.011825958132632522,0.012665290238683949,0.006270443122689762,0.0025166656550382567,0.00044229995979091276,1.0686695278969955,0.0016999804367330694,0.8775510204081631,0.35333978702807356
0.002825256682483745,0.04244128693743607,0.006422422232568368,0.009241510286935019,0.011396695534258686,0.00325934861278649,1.313304721030043,0.009370130264373942,0.8367346938775508,0.3436592449177154
0.0007141671986049111,0.0053888896488793435,0.004887041479642368,0.0037484598406212054,0.005301818966954605,0.0008041817450743868,0.944206008583691,0.0016595047120489487,0.7755102040816325,0.3659244917715392
0.0007059933270651707,0.0032290854426868403,0.003104511378285111,0.0030310114969019533,0.003757793415436209,0.0008041817450743868,0.9613733905579398,0.0007892766313403536,0.7142857142857142,0.2904162633107454
